caption,file_path,text,data
A crowd of people shout and give applause,103406.wav,Thank you.,ac
A man talking followed by several electronic beeps,103254.wav,to add more varieties into your wor- So that's why I'm- That's the- The game has all- So may-,ac
A man is speaking,27054.wav,your face you'd like to make that decision wouldn't you? Certainly would. Well we're gonna find out what that decision will be in just a moment.,ac
A woman speaking with a chuckle followed by a bird chirping,105788.wav,See told ya.,ac
Female speech and rubbing simultaneously,106328.wav,"I don't want to actually have too much pressure, but I want some of that lighter pink to come through in some of the areas. Remember the purpose of the water.",ac
A woman talking followed by a pig oinking then fabric rustling before camera muffling and footsteps walking on a hard surface,106322.wav,What are you doing under there? Night night.,ac
A child screaming and laughing as woman talks and giggles followed by thumping on a wooden surface,102830.wav,Keep going that way.,ac
Man speaking giving directions followed by tapping on table,105438.wav,to get your full name so I can look up on Spartan Marines page to see if you guys actually liked it. So make sure you follow all the rules and if I pick your name you'll win as long as you do not have to.,ac
"Music plays and an adult female speaks, a flush occurs and water splashes and gurgles, and a young female speaks",105436.wav,Well see you next Tuesday,ac
A woman speaking,105435.wav,I'm a hillbilly. I live very far away. I live up in the hills of East Tennessee. And the only thing I ever did was that I went and got myself on TV.,ac
Rapid and repeated gunfire and then male speech,105431.wav,"Okay, let's go look at the paper.",ac
"Loud gunshots and explosions with men speaking, water splashing, wind blowing, and thunder roaring",102783.wav,Fire! What's happening? They've hit the sand!,ac
A man speaking as water runs from the faucet,18515.wav,It's much easier to clean up a bowl with a salt than when it's hot.,ac
A person screaming followed glass crashing then two men communicating with each other as seagulls squawk in the distance,103495.wav,"We've got the beach to ourselves! Oh, the beach? You need a tap of that. Twenty pence please. Here you are.",ac
A man talking as an infant is crying followed by a man humming,103499.wav,"We're going to show you how Janie stops crying when we hum the name, Notre Dame Victory March.",ac
A large truck engine running idle as a man is talking while wind blows heavily into a microphone,103498.wav,Now y'all let's come on inside of my truck. Here we go.,ac
Older woman speaking,104224.wav,I'm a hillbilly. I live very far away. I live up in the hills of East Tennessee. And the only thing I ever did was that I went and got myself on TV.,ac
Men speaking with insects buzzing,103107.wav,"Dark honey. These are honey cells here so... Yeah, there's a brood in here.",ac
A young kid speaking with a series of slapping on a hard surface as a baby is yelling,106078.wav,"Say yeah, baby. Say yeah, baby. Are you over tired?",ac
A speech and gunfire followed by a gun being loaded,106179.wav,I didn't need you. Hurry!,ac
A woman delivering a speech,103048.wav,"abortion, each with their own cost. A medical abortion is one that uses pharmaceutical drugs rather than surgical method. It is known as the abortion pill. The pill is only effective during the first trimester.",ac
A woman speaking,103046.wav,"I'm told that I have very little time, so may I beg to stand on all existing protocol.",ac
Females voice narrating a scene as music is playing and rain drops are falling,8595.wav,Daniel came out of the airport. He raised one arm to hail a taxi.,ac
Humming and vibrating with a man speaking and small oinks,105110.wav,Pretty tightly contested race here.,ac
Male speech and then a child speaks with repeated taps and a beep,105670.wav,Cranking noises Cranking see you know I've taken the parts out I,ac
A man talking as plastic rattles while a truck engine runs idle and vehicles drive by in the background,103369.wav,"We have from ASP, we have ASP key defender, which is a very nice kubiton and pepper spray unit which is",ac
A dog whimpers then a male voice laughs and talks as the dog starts to bark shortly after,107232.wav,Get the bunny!,ac
Splashing water followed by a girl speaking then scraping and spitting,107231.wav,This is the last time you did that first thing. Same thing.,ac
Music plays followed by a man speaking,107238.wav,"Hey, this is Big Kenny. Sound the System. Abarroza. You gotta check it out. Alright? Come on. Peace.",ac
A man talking as water streams in the background,105281.wav,Here we have a Britain Stratton 5 horsepower horse drove L4 motor and it is on the back of this 17 foot,ac
Woman speaking with a southern drawl,25124.wav,I'm a hillbilly. I live very far away. I live up in the hills of East Tennessee. And the only thing I ever did was that I went and got myself on TV.,ac
"Whistling occurs, followed by an adult female singing",105418.wav,In a bar,ac
A man yelling before and after a person belching,105709.wav,What is that? Exactly!,ac
A man is speaking as tap water runs,105706.wav,The one on the front is a proximity sensor. So it will turn on and off as you move your hand into and away from it. So showing off some of the,ac
A woman speaking on a microphone,105700.wav,"I'm told that I have very little time, so may I beg to stand on all existing protocol.",ac
Music and a male speech,105702.wav,"Hey, this is Big Kenny. Sound the System. Abarroza. You gotta check it out. Alright? Come on. Peace.",ac
"A woman vocally demonstrating something, followed by spraying",24607.wav,So you pump it with air until you feel a bit of resistance and then you just spray and that's just really controlling the,ac
A motorboat engine running idle as wind blows into a microphone while a man talks,104131.wav,Nice boat.,ac
A man speaks with some light crinkling of plastic,107122.wav,that have an HDMI connection but do not come with a cable for some reason they like to cut costs so you do have the cable included here.,ac
A man talking as another man speaks in the background followed by birds chirping and leaves rustling while wind blows into a microphone,103351.wav,pretty smart she probably she snaps at them.,ac
A man talking followed by wood being sawed followed by paper shuffling,103352.wav,Cut the length. And then we're going to cut these,ac
Clicks followed by gunshots and breathing then some speaking,103358.wav,He's reloading.,ac
A woman talking followed by a kid talking while birds chirp in the background,106278.wav,homework did you have fun day at school yeah yeah how fun was your day,ac
Goats bleat followed by female speech and a younger female speaking,106244.wav,Baby's running around on Rio.,ac
A woman talking in an auditorium,106242.wav,"The song, Light the Fire Within, is one of those inspiring songs. And it is so fitting for this year's Light it Up Convention theme.",ac
Typing on a computer keyboard followed by a computer mouse clicking as a man sniffles before talking,105578.wav,"When you're in, just type in claim web. If it doesn't work, it's probably because you put it under the wrong process.",ac
An animal gurgling followed by a bell clinking as a kid yells and a man laughs then speaks,105575.wav,"Is he talking? Ew! Buddy, no! He's talking.",ac
Faucet water flowing as plastic clanks and a man speaks followed by another plastic clank and a kid laughing in the background,107008.wav,It's much easier to clean up a bowl with a salt than when it's hot.,ac
"An adult male and an adult female speak, while rustling and metal scissors cutting paper occurs",107009.wav,It's going all the way around. Does it have to be straight? It doesn't have to be totally straight.,ac
A woman talking as an infant is crying followed by a woman laughing while a man talks through a television speaker,103627.wav,"Let me sit. Oh, you're hiding?",ac
A man is talking then an engine turns on,17785.wav,"The wheel switch is turned up in the on position. Let's give it a start. Water pump, fuel pump, priming.",ac
A quick repeat of applause followed by continued applause,106744.wav,Thank you.,ac
"Wind and rain sounds, then a man begins to talk",106747.wav,This is the latest invention in home electricity.,ac
A man speaking as an idle motorboat engine runs and water trickles while wind blows into a microphone,106851.wav,"option that is on this boat. It uses GPS fixation and is keeping us within a few feet of our location, which is really nice when you need to single hand the boat or",ac
A man speaking with wind noise and a woman speaks,106853.wav,There they go.,ac
Men are communicating followed by a ticktock noise,104545.wav,your face you'd like to make that decision wouldn't you? Certainly would. Well we're gonna find out what that decision will be in just a moment.,ac
Man speaks while insects buzz,104547.wav,I've got gloves covered in mid repellent. Still fishing.,ac
A man talking followed by paper and plastic crinkling,104548.wav,that have an HDMI connection but do not come with a cable for some reason they like to cut costs so you do have the cable included here.,ac
A man speaks followed by burping,104549.wav,What was that?,ac
Ticking and humming from an idling engine followed by a man speaking,107355.wav,"Maybe I'll get a few rez, but I'm not gonna probably rev it at all.",ac
Distant clip clops of horses with a man speaking and a woman screaming,103127.wav,There they go.,ac
A distorted gasping followed by footsteps walking on a hard surface and people grunting while a beating sounds in the background as a series of gunshots fire,103878.wav,He's reloading.,ac
Whooshing and humming with a man speaking and distant squeaks,103871.wav,My name is Adam I do the most nice watching this television,ac
Music then sizzle of frying food while male speaks,103872.wav,"So Adam, what's for breakfast this morning? Here you go sausage.",ac
A man speaks with some high pitched ringing and some rustling,103874.wav,stand for my first model. Here I started doing the arms.,ac
An explosion followed by a man shouting.,103877.wav,Okay.,ac
"A cat is meowing, and a child is speaking",66871.wav,it's cracked see you can see oopsie when I do this it opens,ac
A young girl talking as a crowd of people talk then gasp,104944.wav,What's a beautiful apple? Is that that mare? No. Oh my god.,ac
A man talking followed by a toilet flushing,104942.wav,real-life example. Years of research has proven that ChromaFlash technology is superior to what you would be used to here in North America. Don't try this with your site.,ac
Cup being set down followed a man talking and mixing something in the cup,107379.wav,"Just give that a little mix. Now what this is, is the acids in",ac
A man speaking,105268.wav,underscore input open parentheses you are a winner face,ac
A plastic rattling followed by a plastic hatch opening followed by plastic clanking and a vehicle engine accelerating while a man is talking,105269.wav,"And there's a plastic clip right here. You can use a regular scale driver to pry it out. Alright, flip this.",ac
A man is speaking as birds are tweeting,105261.wav,and see who we land on. Got my glasses taped so I cannot see.,ac
A male speaking while engine noise in the background,21020.wav,"option that is on this boat. It uses GPS fixation and is keeping us within a few feet of our location, which is really nice when you need to single hand the boat or",ac
A man speaks during rhythmic cutting,104339.wav,Cut the length. And then we're going to cut these,ac
Food sizzles as a man speaks with music playing,104338.wav,Can I add the andouille? I add a little fresh herb. I add some white balsamic vinegar.,ac
Dishes clanking followed by metal clanking on glass several times as a man is talking,104332.wav,"Just give that a little mix. Now what this is, is the acids in",ac
An adult male is speaking and an audience is laughing,3163.wav,I hate to start off on a somber note.,ac
A baby laughs while a man and a woman speaks and laughs as well,66748.wav,She loves that laugh.,ac
Male speech and spraying,105808.wav,"And as you can see here, hopefully you guys can see this.",ac
A man is speaking followed by a beep and burping sound,105809.wav,but never mind I don't want kids anymore. That lady in the jump,ac
"People talk in the background and the wind is blows gently, and two kids speak in the foreground",105801.wav,"Take a picture of her other, other, other lad and then take a picture of her other girl.",ac
A young male speaking,105804.wav,"calls when you go into the paint. I'll show you- oh, the football stuff, I'm getting ready for football season and I'm getting used to the heavy helmet. Okay, I'll show you how to pull up now.",ac
A woman delivering a speech,103099.wav,"as if it were a muscle. As if you were bringing your arm toward you, your tongue curls this way. And the R is made in the middle.",ac
A man talking followed by a series of belches,103094.wav,What was that?,ac
A man speaks with some clicks and then loud long scrapes,103091.wav,"or low, so keep it at the same angle, apply constant even pressure and slowly swipe down the face of the blade, the draw knife.",ac
Wind blowing followed by a distant goat bleating and women speaking,103090.wav,Baby's running around on Rio.,ac
